Číslo;Druh/počet záznamů;Nálezů;Zastoupení (%);
29521;Typhlochraestus digitatus - Nezařazený druh;2;0;
29522;Poa pratensis subsp. pratensis - Nezařazený druh;2;0;
29523;Nivellia sanguinosa;2;0;
29524;Laspeyresia fagiglandana - Nezařazený druh;2;0;
29525;Quercus ilex - dub cesmínovitý;2;0;
29526;Taraxacum dentatum - pampeliška zubatá;2;0;
29527;Hygrophorus erubescens - šťavnatka načervenalá;2;0;
29528;Hymenoscyphus immutabilis;2;0;
29529;Trechispora faga - Nezařazený druh;2;0;
29530;Puccinia glechomatis;2;0;
29531;Puccinia caricis - Nezařazený druh;2;0;
29532;Adaina scarodactyla - Nezařazený druh;2;0;
29533;Sphaerotheca castagnei - Nezařazený druh;2;0;
29534;Amanthes rhoboidae - Nezařazený druh;2;0;
29535;Comasinus niger - Nezařazený druh;2;0;
29536;Clavariadelphus flavoimmaturus - kyj citronový;2;0;
29537;Adrasteia vulgella - Nezařazený druh;2;0;
29538;Andrena nanula;2;0;
29539;Elachista pigerella;2;0;
29540;Necrophilus subterraneus;2;0;
29541;Carex × schatzii;2;0;
29542;Gibberella cyanogena;2;0;
29543;Crepidotus subsphaerosporus - Nezařazený druh;2;0;
29544;Eucera sp.;2;0;
29545;Potentilla parvifolia;2;0;
29546;Erysiphe trifolii - Nezařazený druh;2;0;
29547;Laspeyresia fasiglandana - Nezařazený druh;2;0;
29548;Gynandrophthalma aurita - Nezařazený druh;2;0;
29549;Cortinarius scutulatus;2;0;
29550;Anchyloptera apicella - Nezařazený druh;2;0;
29551;Nysius sp.;2;0;
29552;Pontania brevicornis;2;0;
29553;Acrolocha minuta;2;0;
29554;Oxypoda brachyptera;2;0;
29555;Hemichroa crocea;2;0;
29556;Ptilium schuleri;2;0;
29557;Coleophora granulatella;2;0;
29558;Trachelomonas intermedia - Nezařazený druh;2;0;
29559;Rubus illecebrosus - ostružiník jahodnatý;2;0;
29560;Pinus scopulorum - borovice skalní;2;0;
29561;Potentilla x subrubens - Nezařazený druh;2;0;
29562;Chroococcus minutus;2;0;
29563;Oscillatoria mougeotii - Nezařazený druh;2;0;
29564;Rubus ser. Silvatici - Nezařazený druh;2;0;
29565;Ophiomyia melandryi;2;0;
29566;Leucopaxillus lepistoides - běločechratka stepní;2;0;
29567;Mougeotia sp. 2 steril - Nezařazený druh;2;0;
29568;Aphanotrigonum femorellum;2;0;
29569;Brychius elevatus;2;0;
29570;Microspora amoena var. amoena - Nezařazený druh;2;0;
29571;Trematodon ambiguus - děrozub pochybný;2;0;
29572;Erichsonius subopacus;2;0;
29573;Acrophylax vernalis;2;0;
29574;Simonurius expers - Nezařazený druh;2;0;
29575;Mymar taprobanicum;2;0;
29576;Pholidoptera aptera aptera;2;0;
29577;Pristiphora tetrica;2;0;
29578;Cylindrospermopsis raciborskii;2;0;
29579;Contarinia gei;2;0;
29580;Blastodiplosis artemisiae;2;0;
29581;Stenokalyx incostans - Nezařazený druh;2;0;
29582;Synedra rumpens - Nezařazený druh;2;0;
29583;Contarinia lamiicola;2;0;
29584;Pristina longiseta;2;0;
29585;Celastrus scandens - jesenec popínavý;2;0;
29586;Potentilla × castriferrei;2;0;
29587;Aurigena lugubris;2;0;
29588;Chionodes nebulosella;2;0;
29589;Scolopostethus pictus;2;0;
29590;Argyroploce arbutella;2;0;
29591;Colostygia aptata - píďalka skalková;2;0;
29592;Aceria fraxinivora - vlnovník jasanový;2;0;
29593;Greenomyia borealis;2;0;
29594;Mycetophila ichneumonea;2;0;
29595;Catapyrenium rufescens - Nezařazený druh;2;0;
29596;Desarmillaria tabescens - václavka bezprstenná;2;0;
29597;Prionolabis hospes;2;0;
29598;Mycomya cinerascens;2;0;
29599;Nonagria nexa - Nezařazený druh;2;0;
29600;Pedicia littoralis;2;0;
29601;Chlorops finitimus;2;0;
29602;Schizoneura ulmi - Nezařazený druh;2;0;
29603;Bassia tricuspis;2;0;
29604;Paradelphomyia fuscula;2;0;
29605;Egle ciliata;2;0;
29606;Eryngium sp.;2;0;
29607;Picea engelmannii - smrk Engelmannův;2;0;
29608;Ilybius wasastjernae;2;0;
29609;Heuchera sp.;2;0;
29610;Dasineura armoraciae;2;0;
29611;Molophilus appendiculatus;2;0;
29612;Cheilosia soror;2;0;
29613;Paragus bicolor;2;0;
29614;Eukieferiella alpestris - Nezařazený druh;2;0;
29615;Proalides subtilis;2;0;
29616;Scaridium longicaudum;2;0;
29617;Diacyclops languidus;2;0;
29618;Chrysis cingulicornis;2;0;
29619;Hedychridium krajniki;2;0;
29620;Funaria sp.;2;0;
29621;Tychius pusillus;2;0;
29622;Russula zvarae - holubinka Zvárova;2;0;
29623;Microcyclops varicans;2;0;
29624;Tulasnella pallida;2;0;
29625;Brachygonus bouyoni;2;0;
29626;Epilobium × montaniforme;2;0;
29627;Tylospora asterophora - kornatečka hvězdovýtrusá;2;0;
29628;Phormidium favosum;2;0;
29629;Euchlanis lyra;2;0;
29630;Hylastinus obscurus;2;0;
29631;Atomaria abietina;2;0;
29632;Ilyobates mech;2;0;
29633;Phyllodrepoidea crenata;2;0;
29634;Oxycera pygmaea;2;0;
29635;Pseudomaro aenigmaticus - pavučenka jeskynní;2;0;
29636;Cimex lectularius - štěnice domácí;2;0;
29637;Sperchon glandulosus;2;0;
29638;Winnertzia nigripennis;2;0;
29639;Urytalpa macrocera;2;0;
29640;Hypocoprus latridioides;2;0;
29641;Micropsectra apposita;2;0;
29642;Aleuropteryx loewii;2;0;
29643;Romualdius scaber - Nezařazený druh;2;0;
29644;Pleopsidium flavum;2;0;
29645;Stylops nevinsoni;2;0;
29646;Ionomidotis fulvotingens;2;0;
29647;Trechispora subsphaerospora - trechispora kulatovýtrusá;2;0;
29648;Stypella vermiformis - štětinovka červovitá;2;0;
29649;Trichophorum sp.;2;0;
29650;Smardaea purpurea - Nezařazený druh;2;0;
29651;Phaenoserphus viator;2;0;
29652;Exallonyx confusus - Nezařazený druh;2;0;
29653;Zygota congener - Nezařazený druh;2;0;
29654;Diapria nigra - Nezařazený druh;2;0;
29655;Crambus silvellus - Nezařazený druh;2;0;
29656;Mogulones cynoglossi;2;0;
29657;Hyaloscypha aureliella;2;0;
29658;Caloplaca fiumana;2;0;
29659;Lecanora horiza;2;0;
29660;Gyalecta kukriensis;2;0;
29661;Boletopsis leucomelaena - hrbolatka běločerná;2;0;
29662;Allantoparmelia alpicola;2;0;
29663;Lecanora strobilina;2;0;
29664;Placynthium caesium;2;0;
29665;Andricus quercuscorticis;2;0;
29666;Lactarius pilatii - ryzec Pilátův;2;0;
29667;Gabronthus limbatus;2;0;
29668;Olibrus norvegicus;2;0;
29669;Phloiophilus edwardsii;2;0;
29670;Cortinarius xanthocephalus;2;0;
29671;Andricus foecundatrix;2;0;
29672;Bradysia tilicola;2;0;
29673;Ptiliolum schwarzi;2;0;
29674;Corticaria crenicollis;2;0;
29675;Atheta strandiella;2;0;
29676;Stenidiocerus poecilus;2;0;
29677;Kybos populi;2;0;
29678;Oedogonium sp.;2;0;
29679;Minilimosina alloneura;2;0;
29680;Metopina pileata;2;0;
29681;Helina pertusa;2;0;
29682;Chaenothecopsis epithallina;2;0;
29683;Rachispoda modesta;2;0;
29684;Spelobia talis;2;0;
29685;Mydaea nubila;2;0;
29686;Senotainia conica;2;0;
29687;Sciapus albifrons;2;0;
29688;Acrotrichis sericans;2;0;
29689;Cryptomyzus korschelti;2;0;
29690;Aulacorthum solani;2;0;
29691;Ephedrus brevis;2;0;
29692;Uroleucon erigeronense;2;0;
29693;Melanaphis pyraria;2;0;
29694;Aphidius megourae;2;0;
29695;Coloradoa achilleae;2;0;
29696;Parmelia discordans;2;0;
29697;Chaitophorus leucomelas;2;0;
29698;Taraxacum acervatulum - pampeliška sídlištní;2;0;
29699;Cortinarius talus;2;0;
29700;Typhula todei - paluška papratkovitá;2;0;
29701;Taraxacum crassum;2;0;
29702;Mniaecia nivea;2;0;
29703;Taraxacum atrox - pampeliška děsná;2;0;
29704;Verrucaria corticola;2;0;
29705;Porina linearis;2;0;
29706;Galanthus elwesii - sněženka Elwésova;2;0;
29707;Apechthis quadridentata;2;0;
29708;Agyrium rufum;2;0;
29709;Leucospis dorsigera;2;0;
29710;Parmeliella triptophylla;2;0;
29711;Lissonota fundator;2;0;
29712;Biatora beckhausii;2;0;
29713;Helocarpon crassipes;2;0;
29714;Paratachys caspius;2;0;
29715;Trifurcula chamaecytisi;2;0;
29716;Antrodia variiformis;2;0;
29717;Toninia philippea;2;0;
29718;Leptolyngbya subtilissima;2;0;
29719;Phytomyza conyzae;2;0;
29720;Bacidina brandii;2;0;
29721;Leptogium intermedium;2;0;
29722;Hyaloscypha fuckelii var. alniseda;2;0;
29723;Heliothis nubigera;2;0;
29724;Andrena rufula;2;0;
29725;Eucera pollinosa - stepnice poprášená;2;0;
29726;Lecidea strasseri;2;0;
29727;Javesella bottnica - ostruhovník finský;2;0;
29728;Leptophloeus juniperi;2;0;
29729;Cephalodella ventripes;2;0;
29730;Leucoagaricus crystallifer;2;0;
29731;Pseudochoragus piceus;2;0;
29732;Polanisia uniglandulosa - polanisie jednožlázná;2;0;
29733;Mikrocodides chlaena;2;0;
29734;Muscari latifolium - modřenec;2;0;
29735;Enochrus hamifer;2;0;
29736;Helix thessalica - hlemýžď pruhovaný;2;0;
29737;Thelocarpon imperceptum;2;0;
29738;Leucoagaricus purpureolilacinus;2;0;
29739;Scymnus silesiacus;2;0;
29740;Myrmecaelurus trigrammus;2;0;
29741;Diplonaevia bresadolae;2;0;
29742;Brachionus bennini;2;0;
29743;Ptocheuusa inopella;2;0;
29744;Drymus brunneus;2;0;
29745;Graptoppia paraanalis;2;0;
29746;Heleniella serratosioi;2;0;
29747;Amanita phalloides var. alba - muchomůrka zelená bílá;2;0;
29748;Dolichomitus mesocentrus;2;0;
29749;Cerastium sylvaticum - rožec lesní;2;0;
29750;Entoloma xanthochroum - závojenka zlatohnědá;2;0;
29751;Diplocladius cultriger;2;0;
29752;Verrucaria pinguicula;2;0;
29753;Ancistronycha occipitalis;2;0;
29754;Stenoptilia gratiolae;2;0;
29755;Ceratina nigrolabiata;2;0;
29756;Cheilymenia vitellina - žlutěnka žloutková;2;0;
29757;Cricotopus trifascia;2;0;
29758;Chirosia similata;2;0;
29759;Cymbella subaequalis;2;0;
29760;Fragilaria brevistriata;2;0;
29761;Fragilaria parasitica var. subconstricta;2;0;
29762;Margarinotus ignobilis;2;0;
29763;Geminella terricola;2;0;
29764;Fragilaria parasitica;2;0;
29765;Scutellinia patagonica;2;0;
29766;Psorotichia sp.;2;0;
29767;Hebeloma geminatum;2;0;
29768;Hymenogaster rehsteineri - hlíza vrásčitá;2;0;
29769;Coprinellus callinus;2;0;
29770;Lolium rigidum - jílek tuhý;2;0;
29771;Cryptomarasmius minutus - špička vláskovitá;2;0;
29772;Heterothops quadripunctulus;2;0;
29773;Protoparmelia memnonia;2;0;
29774;Athelia ovata - kornatečka vejčitovýtrusá;2;0;
29775;Tasgius ater;2;0;
29776;Achalcus flavicollis;2;0;
29777;Liriomyza europaea;2;0;
29778;Nilea rufiscutellaris;2;0;
29779;Ramonda prunaria;2;0;
29780;Hilara nitidorella;2;0;
29781;Pyrellia rapax;2;0;
29782;Dicraeus ingratus;2;0;
29783;Morpholeria dudai;2;0;
29784;Pollenia mayeri;2;0;
29785;Borophaga erythrocera;2;0;
29786;Meoneura glaberrima;2;0;
29787;Cerodontha phalaridis;2;0;
29788;Microdrosophila congesta;2;0;
29789;Bicellaria intermedia;2;0;
29790;Coenosia atra;2;0;
29791;Platystoma lugubre;2;0;
29792;Campylocheta similis;2;0;
29793;Picconia incurva;2;0;
29794;Culicoides subfasciipennis;2;0;
29795;Halidaya aurea;2;0;
29796;Fannia clara;2;0;
29797;Anapausis inermis;2;0;
29798;Synplasta bayardi;2;0;
29799;Carcelia rasa;2;0;
29800;Dryodromia testacea;2;0;
29801;Tricyphona unicolor;2;0;
29802;Eccoptomera emarginata;2;0;
29803;Allodia protenta;2;0;
29804;Scatophila caviceps;2;0;
29805;Lasiambia brevibucca;2;0;
29806;Zygomyia humeralis;2;0;
29807;Nebela militaris - Nezařazený druh;2;0;
29808;Nomada alboguttata;2;0;
29809;Sitophilus zeamais;2;0;
29810;Platynus moestus - Nezařazený druh;2;0;
29811;Gymnopleurus geoffroyi;2;0;
29812;Allantus truncatus;2;0;
29813;Amerobelba decedens - pavounka velká;2;0;
29814;Rubus orthostachyoides - ostružiník šedolistý;2;0;
29815;Biphyllus lunatus;2;0;
29816;Aloina aloides s.l.;2;0;
29817;Dicyphus stachydis wagneri;2;0;
29818;Loricula exilis;2;0;
29819;Belyta seron;2;0;
29820;Aclista alticollis;2;0;
29821;Mycetophila dziedzickii;2;0;
29822;Limnephilus fuscicornis;2;0;
29823;Ceropales maculatus;2;0;
29824;Arboridia kratochvili - pidikřísek Kratochvílův;2;0;
29825;Cerceris quadricincta - uzlatka čtyřpruhá;2;0;
29826;Anasimyia contracta;2;0;
29827;Cosmotettix caudatus - křísek příkopní;2;0;
29828;Cortinarius xanthophyllus - pavučinec žlutolupenný;2;0;
29829;Colchicum sp.;2;0;
29830;Elampus constrictus;2;0;
29831;Psylla fusca;2;0;
29832;Rabdophaga clavifex;2;0;
29833;Polyblastia brunnensis;2;0;
29834;Rubus ambrosius - ostružiník vznešený;2;0;
29835;Taraxacum turfosum - pampeliška rašelinná;2;0;
29836;Araneus saevus - křižák stromový;2;0;
29837;Improphantes decolor - plachetnatka zebrovaná;2;0;
29838;Prinerigone vagans - pavučenka trnohřbetá;2;0;
29839;Biantheridion undulifolium;2;0;
29840;Euglena limnophila var. swirenkoi;2;0;
29841;Phacus tortus var. roecklii;2;0;
29842;Lepocinclis fusiformis;2;0;
29843;Agromyza conjuncta;2;0;
29844;Rhaphium commune;2;0;
29845;Punctoribates sellnicki - pastviník mokřadní;2;0;
29846;Platypalpus nigricolor;2;0;
29847;Anachipteria dubia - bezhrotka hladká;2;0;
29848;Syntormon pallipes;2;0;
29849;Australachalcus melanotrichus;2;0;
29850;Heterarthrus wuestneii;2;0;
29851;Pristiphora amphibola;2;0;
29852;Scheloribates ascendens - lučník kůrový;2;0;
29853;Chaenotheca gracilenta;2;0;
29854;Cimex hirundinis - štěnice ptačí;2;0;
29855;Illosporium carneum;2;0;
29856;Suctobelbella prominens - savinečka korunkatá;2;0;
29857;Eurhadinoceraea ventralis;2;0;
29858;Doryctes sp.;2;0;
29859;Kunstidamaeus lengersdorfi - pavoučík jeskynní;2;0;
29860;Pantelozetes forsslundi - rovnožík netopýří;2;0;
29861;Coleocentrus excitator;2;0;
29862;Oxyoppioides decipiens - drobnožka teplomilná;2;0;
29863;Epilobium × rivulare;2;0;
29864;Verbena × hybrida;2;0;
29865;Salix × pontederana;2;0;
29866;Kleidocerys resedae resedae;2;0;
29867;Melanohalea laciniatula;2;0;
29868;Asterostroma medium - hvězdnatka prostřední;2;0;
29869;Procloeon pennulatum;2;0;
29870;Monochroa nomadella;2;0;
29871;Andrena distinguenda - pískorypka kokošková;2;0;
29872;Ectemnius rugifer - kutík rýhovaný;2;0;
29873;Harpipteryx falcella - Nezařazený druh;2;0;
29874;Pleuroxus striatus;2;0;
29875;Lachnum pygmaeum - chlupáček žlutooranžový;2;0;
29876;Abia sericea;2;0;
29877;Strangali maculata - Nezařazený druh;2;0;
29878;Clavidisculum acuum - Nezařazený druh;2;0;
29879;Perinephila rubiginalis - Nezařazený druh;2;0;
29880;Nomada ferruginata;2;0;
29881;Metallinella brevicornis - Nezařazený druh;2;0;
29882;Anemone ranunculoides subsp. ranunculoides - Nezařazený druh;2;0;
29883;Platypteryx cultraria - Nezařazený druh;2;0;
29884;Stenus asphaltinus;2;0;
29885;Trichophaea pseudogregaria - bělokosmatka příbuzná;2;0;
29886;Resupinatus kavinii - hlívečník Kavinův;2;0;
29887;Euphorbia chamaesyse - pryšec šedavý;2;0;
29888;Phytomyza ranunculivora;2;0;
29889;Lecidea betulicola;2;0;
29890;Phyloscospus collybita - Nezařazený druh;2;0;
29891;Poecilopsis pomonaria - Nezařazený druh;2;0;
29892;Tingis maculata - síťnatka čistcová;2;0;
29893;Cirsium canum x palustre - Nezařazený druh;2;0;
29894;Rhynchites germanicus - Nezařazený druh;2;0;
29895;Silene * alba - Nezařazený druh;2;0;
29896;Perinephila coronata - Nezařazený druh;2;0;
29897;Clavulina vermicularis - Nezařazený druh;2;0;
29898;Lordithon pulchellus;2;0;
29899;Platysoma sp.;2;0;
29900;Cryptodiaporthe salicella;2;0;
29901;Psathyrella gordonii;2;0;
29902;Scorzoneoides autumnalis - Nezařazený druh;2;0;
29903;Hylastes linearis;2;0;
29904;Pemphredon sp.;2;0;
29905;Adrasteia albumella - Nezařazený druh;2;0;
29906;Halictus minutus;2;0;
29907;Allodynerus rossii - hrnčířka štíhlá;2;0;
29908;Cortinarius claroflavus - pavučinec sytožlutý;2;0;
29909;Uromyces scillarum - Nezařazený druh;2;0;
29910;Hypholoma ericaeum - třepenitka vřesová;2;0;
29911;Sedum boloniese - Nezařazený druh;2;0;
29912;Berytinus crassipes;2;0;
29913;Cryptosporiopsis fasciculata - Nezařazený druh;2;0;
29914;Abies homolepis - jedle nikkoská;2;0;
29915;Drosophila hydei;2;0;
29916;Aethis gluteosa - Nezařazený druh;2;0;
29917;Lepthyphantes monticola - Nezařazený druh;2;0;
29918;Pygolampis bidentata;2;0;
29919;Puccinia barkhausiae-rhoeadifoliae;2;0;
29920;Mollisia discolor;2;0;
29921;Halictus quadrinotatus;2;0;
29922;Megaspora verrucosa;2;0;
29923;Polyblastia muscorum;2;0;
29924;Tephroseris sp.;2;0;
29925;Rhamphomyia sulcatella;2;0;
29926;Platypalpus vegrandis;2;0;
29927;Platypalpus ruficornis;2;0;
29928;Pascherina tetras;2;0;
29929;Bacill. centrales g. spp. - Nezařazený druh;2;0;
29930;Stenobothrus sp.;2;0;
29931;Ceraceomyces violascens;2;0;
29932;Ditylenchus tenuidens - Nezařazený druh;2;0;
29933;Ceratium furcoides;2;0;
29934;Acrobeloides nanus - Nezařazený druh;2;0;
29935;Oligota granaria;2;0;
29936;Allonela excisa - Nezařazený druh;2;0;
29937;Eristalis abusiva;2;0;
29938;Pemphigus filaginis - Nezařazený druh;2;0;
29939;Bromus erectus subsp. longiflorus - sveřep vzpřímený dlouhokvětý;2;0;
29940;Cidaria bifaciata - Nezařazený druh;2;0;
29941;Hydroporus brevis;2;0;
29942;Taraxacum amplum - pampeliška široká;2;0;
29943;Cephaloziella stellulifera - drobnička hvězdovitá;2;0;
29944;Tachytrechus insignis;2;0;
29945;Hygrophorus camarophyllus - šťavnatka kozí;2;0;
29946;Lipara rufitarsis;2;0;
29947;Palloptera marginata;2;0;
29948;Cheilosia grossa;2;0;
29949;Diastrophus rubi;2;0;
29950;Valleriana simplicifolia subsp, procurrens - Nezařazený druh;2;0;
29951;Staphylea sp.;2;0;
29952;Palaeopsylla kohauti;2;0;
29953;Pneumia crispi;2;0;
29954;Pericoma trifasciata;2;0;
29955;Cosmarium ornatulum var. depressum;2;0;
29956;Micrasterias truncata var. quadrata;2;0;
29957;Actinotaenium obcuneatum;2;0;
29958;Cosmarium venustum var. excavatum;2;0;
29959;Staurastrum podlachicum;2;0;
29960;Staurastrum habeebense;2;0;
29961;Hyalotheca dissiliens var. tatrica;2;0;
29962;Staurastrum planctonicum;2;0;
29963;Cosmarium homalodermum;2;0;
29964;Cosmarium berryense;2;0;
29965;Staurastrum orbiculare;2;0;
29966;Monilinia baccarum - hlízenka borůvková;2;0;
29967;Psylliodes aereus austriacus;2;0;
29968;Melanogaster variegatus - černoušek pestrý;2;0;
29969;Atheta palustris;2;0;
29970;Wachtliella persicariae;2;0;
29971;Rachispoda limosa;2;0;
29972;Miniopterus schreibersii - létavec stěhovavý;2;0;
29973;Hygrophorus ligatus - šťavnatka slizoprstenná;2;0;
29974;Anitys rubens;2;0;
29975;Nardia insecta - okružnice zaříznutá;2;0;
29976;Marasmiellus tricolor var. graminis - špička trojbarevná travní;2;0;
29977;Chaetocnema obesa;2;0;
29978;Trachelomonas verrucosa - Nezařazený druh;2;0;
29979;Strophosoma fulvicorne;2;0;
29980;Lathyrus cicera - hrachor cizrnový;2;0;
29981;Scenedesmus acutiformis;2;0;
29982;Drassyllus sp.;2;0;
29983;Venilia maculara - Nezařazený druh;2;0;
29984;Lasius nitidigaster;2;0;
29985;Ruta sp.;2;0;
29986;Trichadenotecnum majus;2;0;
29987;Peripsocus alboguttatus - pisivka skvrnitá;2;0;
29988;Phrurolithus sp.;2;0;
29989;Antrodia gossypium - bělochoroš rozlitý;2;0;
29990;Bjekandera adusta - Nezařazený druh;2;0;
29991;Isoperla rivulorum;2;0;
29992;Spelobia cambrica;2;0;
29993;Anthophagus alpinus;2;0;
29994;Celtis sp.;2;0;
29995;Canariphantes nanus - plachetnatka trpasličí;2;0;
29996;Cordilura umbrosa;2;0;
29997;Sepsis pseudomonostigma;2;0;
29998;Eteobalea serratella;2;0;
29999;Ribes spicatum - rybíz klasnatý;2;0;
30000;Rhaphidia notata - Nezařazený druh;2;0;
30001;Cymbella parva;2;0;
30002;Stelis breviuscula;2;0;
30003;Oscillatoria brevis - Nezařazený druh;2;0;
30004;Dolerus eversmanni;2;0;
30005;Nematus vicinus;2;0;
30006;Agaricus litoralis;2;0;
30007;Aphodius merdarius;2;0;
30008;Phyllonorycter leucographella;2;0;
30009;Corixa affinis - klešťanka tečkovaná;2;0;
30010;Philonthus varipennis;2;0;
30011;Tricellula aurantiaca - Nezařazený druh;2;0;
30012;Scopula serpentata - Nezařazený druh;2;0;
30013;Chamaesphecia euceraeformis - nesytka jednopásá;2;0;
30014;Toxocampa cracae - Nezařazený druh;2;0;
30015;Ampulex fasciata;2;0;
30016;Carpelimus foveolatus;2;0;
30017;Carya sp.;2;0;
30018;Atheta occulta;2;0;
30019;Phormidium fonticolum - Nezařazený druh;2;0;
30020;Paulinella chromatophora - Nezařazený druh;2;0;
30021;Coprinellus ellisii;2;0;
30022;Cf. gloeocystis sp. - Nezařazený druh;2;0;
30023;Ulmicola spinipes;2;0;
30024;Aulosira laxa;2;0;
30025;Delia tenuiventris;2;0;
30026;Varicosporium trimosum - Nezařazený druh;2;0;
30027;Eupithecia laquaearia;2;0;
30028;Ilseopsis klímeschi - Nezařazený druh;2;0;
30029;Eucosma messingiana;2;0;
30030;Leuctra geniculata;2;0;
30031;Chrysis rutiliventris;2;0;
30032;Acalles boehmei - Nezařazený druh;2;0;
30033;Tetraedron trigonum - Nezařazený druh;2;0;
30034;Tetanocera sp.;2;0;
30035;Phyllocolpa leucosticta;2;0;
30036;Dichrorampha montanana - Nezařazený druh;2;0;
30037;Leucanthemella serotina - luhovnice pozdní;2;0;
30038;Acilius congener - Nezařazený druh;2;0;
30039;Cryptomonas phaseolus;2;0;
30040;Pseudostaurastrum hastatum;2;0;
30041;Rumex acetosa agg. - Nezařazený druh;2;0;
30042;Cypripedium sp.;2;0;
30043;Zonitoides arboreus - zemounek lesní;2;0;
30044;Gabrius bescidicus;2;0;
30045;Aschistonyx carpinicolus;2;0;
30046;Ocalea concolor;2;0;
30047;Mutilla europea;2;0;
30048;Synedra acus var. acus - Nezařazený druh;2;0;
30049;Lanzia echinophila - terčka číškomilná;2;0;
30050;Pinnularia nodosa;2;0;
30051;Bibio sp.;2;0;
30052;Catapyrenium squamulosum - Nezařazený druh;2;0;
30053;Cymbella cuspidata;2;0;
30054;Caenis pseudorivulorum;2;0;
30055;Camptothecium philippeanum - Nezařazený druh;2;0;
30056;Montana montana - kobylka písečná;2;0;
30057;Phyllonorycter distentella;2;0;
30058;Saldula arenicola;2;0;
30059;Phyllocoptes eupadi;2;0;
30060;Brachycyrtus ornatus;2;0;
30061;Lispocephala alma;2;0;
30062;Aleochara haematodes ripicola;2;0;
30063;Hieracium subg. Hieracium;1;0;
30064;Cheiloneurus claviger;1;0;
30065;Leucocoprinus ianthinus;1;0;
30066;Trichocerca insignis;1;0;
30067;Eublemma ostrina;1;0;
30068;Oenothera stricta - pupalka tuhá;1;0;
30069;Mahonia repens;1;0;
30070;Laphria ephippium;1;0;
30071;Amanita coryli - Nezařazený druh;1;0;
30072;Armadillidium nasatum;1;0;
30073;Cortinarius illuminus;1;0;
30074;Brassicogethes reitteri;1;0;
30075;Sagina apetala subsp. apetala - úrazník brvitý pravý;1;0;
30076;Dahliana geniculata;1;0;
30077;Ochlerotatus flavescens;1;0;
30078;Chaetogaster diastrophus;1;0;
30079;Taraxacum corynodes - pampeliška kyjovitá;1;0;
30080;Polydrusus aeratus - Nezařazený druh;1;0;
30081;Conocybe affinis;1;0;
30082;Scopula aversata - Nezařazený druh;1;0;
30083;Verbascum × neilreichii;1;0;
30084;Pontaderia cordata - Nezařazený druh;1;0;
30085;Helotium improvisum;1;0;
30086;Venustoraphidia nigricollis;1;0;
30087;Malthodes kahleni;1;0;
30088;Cortinarius luteo-ornatus;1;0;
30089;Mycogone rosea;1;0;
30090;Cybocephalus nipponicus;1;0;
30091;Gnaphosa modestior - skálovka panonská;1;0;
30092;Myrmechixenus subterraneus;1;0;
30093;Macrosteles sp.;1;0;
30094;Zygoribatula andrianovae;1;0;
30095;Chelonus submuticus;1;0;
30096;Lyophyllum rhopalopodium;1;0;
30097;Orthotylus ericetorum ericetorum;1;0;
30098;Lyophyllum mephiticum - penízovka škodlivá;1;0;
30099;Monopis crocicapitella;1;0;
30100;Ephipiochtonius tetrachelatus;1;0;
30101;Ulothrix sp.;1;0;
30102;Planothidium delicatulum - Nezařazený druh;1;0;
30103;Amphora sp.;1;0;
30104;Limoniidae;1;0;
30105;Salpingidae;1;0;
30106;Lemnicola hungarica - Nezařazený druh;1;0;
30107;Hieracium prussicum - chlupáček pruský;1;0;
30108;Haliplus maculatus;1;0;
30109;Parmelia saxatilis agg.;1;0;
30110;Geocoris erythrocephalus;1;0;
30111;Corticaria peezi;1;0;
30112;Hyphodontia nudiseta;1;0;
30113;Inocybe pseudoreducta;1;0;
30114;Cortinarius moënne-loccozii - pavučinec pochvatý;1;0;
30115;Russula olivacea var. pavonina - holubinka olivová paví;1;0;
30116;Lachnellula abietis;1;0;
30117;Acrospermum graminum;1;0;
30118;Tomentella badia - vatička hnědá;1;0;
30119;Tulasnella allantospora;1;0;
30120;Rhopographus filicinus;1;0;
30121;Botryobasidium botryoideum - pavučiník hroznovitý;1;0;
30122;Serinus canaria - Nezařazený druh;1;0;
30123;Euphorbia salicifolia × E. waldsteinii;1;0;
30124;Atheta zosterae;1;0;
30125;Eusphalerum lapponicum;1;0;
30126;Pholiotina intermedia - čepičatka prostřední;1;0;
30127;Eretes sticticus;1;0;
30128;Suillus sibiricus - klouzek sibiřský;1;0;
30129;Boletus betulicola - hřib březový;1;0;
30130;Cortinarius argentatus - pavučinec stříbrný;1;0;
30131;Phaeocollybia cidaris - kořenatka rohonohá;1;0;
30132;Tricharina ascophanoides - Nezařazený druh;1;0;
30133;Clavidisculum graminicola;1;0;
30134;Pthirus pubis - veš muňka;1;0;
30135;Aneurhynchus nodicornis - Nezařazený druh;1;0;
30136;Spilomicrus stigmaticalis - Nezařazený druh;1;0;
30137;Aleochara villosa;1;0;
30138;Codrus picicornis - Nezařazený druh;1;0;
30139;Pantoclis orodes - Nezařazený druh;1;0;
30140;Psilomacra oligomera - Nezařazený druh;1;0;
30141;Stenus melanopus;1;0;
30142;Oxypoda recondita;1;0;
30143;Cresporhaphis muelleri - Nezařazený druh;1;0;
30144;Peronospora variabilis - Nezařazený druh;1;0;
30145;Gymnancyla canella;1;0;
30146;Typhula sclerotioides - paluška hlízovitá;1;0;
30147;Pseudomedon obscurellus;1;0;
